"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary_for_other_currency","salary_for_tl_currency"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Junior","Embedded Software Developer","C / C++","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Back-end Developer",".Net, Visual basic","0 - 1 Yıl","Kadın","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Software Development Manager",".Net, JavaScript | Html | Css, Abap","10 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Bursa","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","Front-end Developer","React, Angular","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Mobile Application Developer","Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","E-Ticaret","1 - 10 Kişi","Remote","İzmir","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","CTO",".Net, Go, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","CTO",".Net","10 - 14 Yıl","Erkek","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","Yurt Dışı","£ - Sterlin","6.000 - 6.999",
"Middle","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","$ - Dolar","2.000 - 2.999",
"Middle","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Fintech / Finans","250+","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Full Stack Developer","Java, Python, Swift / Objective C, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Ofis","Kocaeli","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Full Stack Developer","Php, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","SysAdmin","Network tools","1 - 3 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Back-end Developer",".Net, Winform","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Full Stack Developer","Java, React","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","Antalya","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Junior","Mobile Application Developer","Java","0 - 1 Yıl","Erkek","Startup","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Software Architect","Java, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Kocaeli ","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, React, Vue, React Native","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Front-end Developer","Php, React","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Yalova","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Team / Tech Lead",".Net","7 - 10 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css","7 - 10 Yıl","Kadın","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, Vue","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","Data Analyst","Python","0 - 1 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Software Architect","Java, Angular","10 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Yurt Dışı","€ - Euro","4.000 - 4.999",
"Senior","Back-end Developer",".Net","10 - 14 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Junior","Mobile Application Developer","Kotlin","0 - 1 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Team / Tech Lead","Java, Python","10 - 14 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İzmir","€ - Euro","3.000 - 3.999",
"Middle","Mobile Application Developer","React, React Native","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Back-end Developer","C / C++","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Full Stack Developer","Java, .Net, JavaFx","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Team / Tech Lead","Java","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
"Middle","QA / Test Automation Developer","Java","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Yazılım & Teknoloji","50 - 100 Kişi","Remote","Ankara","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Mobile Application Developer","Java, React Native","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Back-end Developer","Python","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Full Stack Developer","Php, Go, JavaScript | Html | Css, Vue, Flutter, React Native","3 - 5 Yıl","Erkek","E-Ticaret","25 - 50 Kişi","Ofis","Eskişehir","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Software Development Manager","React Native, Delphi","15 Yıl ve üzeri","Erkek","Kurumsal","25 - 50 Kişi","Ofis","İzmir","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Team / Tech Lead",".Net, Kotlin","5 - 7 Yıl","Erkek","Startup","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Senior","Software Development Manager",".Net, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Diğer","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Back-end Developer","Java, Go, Kotlin","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Back-end Developer","Nodejs","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İzmir","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","Back-end Developer","Java","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"29.000 TL - 29.999 TL"
"Senior","Full Stack Developer",".Net, C / C++","7 - 10 Yıl","Erkek","Kurumsal","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Full Stack Developer",".Net, Angular","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","kocaeli","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Full Stack Developer",".Net, Vue","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React","3 - 5 Yıl","Kadın","Kurumsal","25 - 50 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Yazılım & Teknoloji","10 - 25 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Full Stack Developer","Java","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"44.000 TL - 44.999 TL"
"Senior","Full Stack Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Game Developer","Unity","1 - 3 Yıl","Erkek","Oyun","25 - 50 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Back-end Developer","Elixir","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"39.000 TL - 39.999 TL"
"Senior","Team / Tech Lead","Sap","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Full Stack Developer",".Net, Vue","7 - 10 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Full Stack Developer",".Net, Angular","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Full Stack Developer","Java, Angular","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Team / Tech Lead","Go, Python","3 - 5 Yıl","Erkek","Startup","250+","Remote","Ankara","$ - Dolar","2.000 - 2.999",
"Middle","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Full Stack Developer","Java, Php, Go, JavaScript | Html | Css, Vue","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","Full Stack Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","5 - 7 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React, Vue","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Back-end Developer","Php","0 - 1 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Yurt Dışı","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Full Stack Developer","Java","3 - 5 Yıl","Erkek","Kobi","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Support Engineer","Java, Sql, unix","7 - 10 Yıl","Erkek","Diğer","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","DevOps Engineer","Python, Shell script","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Mobile Application Developer","Swift / Objective C","0 - 1 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Senior","Full Stack Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"26.000 TL - 26.999 TL"
"Senior","Back-end Developer","Ruby","15 Yıl ve üzeri","Erkek","E-Ticaret","25 - 50 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Ankara","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Back-end Developer","Python","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Full Stack Developer","Python, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Middle","DevOps Engineer","Devops araçları: docker terraform ansible kubrrnetes","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Şanlıurfa","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Mobile Application Developer","Java, .Net, Swift / Objective C","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Mobile Application Developer","Java, Kotlin, Swift / Objective C, Flutter","1 - 3 Yıl","Erkek","Startup","25 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Junior","Full Stack Developer",".Net, Angular","0 - 1 Yıl","Erkek","Outsource","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","Team / Tech Lead","Vue, NodeJS","7 - 10 Yıl","Erkek","Startup","25 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","€ - Euro","3.000 - 3.999",
"Senior","Full Stack Developer","Java, .Net, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Junior","Front-end Developer","React","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Middle","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Mobile Application Developer","Java, Kotlin","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Middle","Game Developer",".Net, Unity","1 - 3 Yıl","Erkek","Oyun","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","DevOps Engineer","Go, Python","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","Ankara","₺ - Türk Lirası",,"28.000 TL - 28.999 TL"
"Senior","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Startup","25 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, Vue","10 - 14 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Senior","Embedded Software Developer","C / C++","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Senior","Full Stack Developer","Java, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Full Stack Developer","Flutter, Plsql","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Software Architect","C / C++","7 - 10 Yıl","Erkek","Kurumsal","250+","Ofis","Anadolu","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Junior","SAP/ABAP/ERP Developer",".Net, JavaScript | Html | Css, ABAP, FIORI UI5","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Bursa","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue","5 - 7 Yıl","Kadın","Startup","25 - 50 Kişi","Remote","Diğer","$ - Dolar","2.000 - 2.999",
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Ofis","Kocaeli","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Software Development Manager","Java, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"40.000 TL - 40.999 TL"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Kadın","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","E-Ticaret","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Junior","Mobile Application Developer","Kotlin","0 - 1 Yıl","Erkek","Diğer","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Middle","Full Stack Developer",".Net, Go, JavaScript | Html | Css, React, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Software Development Manager","Php, JavaScript | Html | Css, React, Vue, Angular, React Native","15 Yıl ve üzeri","Erkek","Kurumsal","10 - 25 Kişi","Hibrit (Ofis + Remote)","Yurt Dışı","£ - Sterlin","2.000 - 2.999",
"Senior","Full Stack Developer",".Net, React","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, Angular","3 - 5 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","SysAdmin","Php, Python","0 - 1 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Team / Tech Lead",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Eskişehir","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Middle","Back-end Developer","Python, JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Team / Tech Lead","Java, Python, Kotlin","10 - 14 Yıl","Erkek","Diğer","250+","Remote","İstanbul","₺ - Türk Lirası",,"50.000 TL ve üzeri"
